Tweet,Message,Match,Polarity
506,RT globalhalifax Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
507,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
508,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
509,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
510,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
511,RT RobertFife Former federal cabinet minister and Dal Commerce alum Scott Brison appointed as university chancellor Dal News Dalhousi ,NONE,neutral
512,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
513,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
514,"RT TheWestBlock Former Liberal federal cabinet minister Scott Brison, who resigned last January, has been appointed chancellor of Dalhous ",resigned,negative
515,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
516,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
517,Former cabinet minister Scott Brison named chancellor of Dalhousie University ,NONE,neutral
518,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
519,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
520,"4 2 The relationship between earthquake and human activity by Yingkun Xu, Ren Tang, Ziling Li Ren Tang is an Enviro ",NONE,neutral
521,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
522,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
523,"Canada's social safety net is wide, generous, and forgiving ""Ex cabinet minister Scott Brison named chancellor of ",NONE,neutral
524,Join Wiltshire Financial at noon tomorrow December 4 19 at Dalhousie University for financial planning for caregive ,NONE,neutral
525,RT thestarhalifax Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
526,Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
527,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
528,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
529,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
530,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
531,RT BigJMcC Not a word about scottbrison s pivotal role in Vice Admiral MarkNorman IrvingShipbuild debacle. It s sure to cost Cdn. ,vice,negative
532,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
533,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
534,But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister S ,corruption,negative
535,Ex cabinet minister Scott Brison named chancellor of Dalhousie U lokol halifax,NONE,neutral
536,RT globeandmail Former Liberal cabinet minister Scott Brison appointed chancellor of Dalhousie University ,NONE,neutral
537,Former federal cabinet minister and Dal Commerce alum Scott Brison appointed as university chancellor Dal News ,NONE,neutral
538,RT globeandmail Former Liberal cabinet minister Scott Brison appointed chancellor of Dalhousie University ,NONE,neutral
539,"RT carolesaab THIS Part of giving back means lifting as I climb. That s a quote from 2019 Women of the Year honouree Candace Thomas, ",NONE,neutral
540,Former Liberal cabinet minister Scott Brison appointed chancellor of Dalhousie University ,NONE,neutral
541,RT RobertFife Former federal cabinet minister and Dal Commerce alum Scott Brison appointed as university chancellor Dal News Dalhousi ,NONE,neutral
542,RT RobertFife Former federal cabinet minister and Dal Commerce alum Scott Brison appointed as university chancellor Dal News Dalhousi ,NONE,neutral
543,Not a word about scottbrison s pivotal role in Vice Admiral MarkNorman IrvingShipbuild debacle. It s sure t ,vice,negative
544,Former federal cabinet minister and Dal Commerce alum Scott Brison appointed as university chancellor Dal News ,NONE,neutral
545,RT DalGazette Dalhousie University has announced former politician Scott Brison will be stepping in to become the university s eighth cha ,NONE,neutral
546,RT CTVAtlantic Ex cabinet minister Scott Brison named chancellor of Dalhousie University ,NONE,neutral
547, nobrainer Help the Maritime brain tissue bank at Dalhousie University get a checkbox on our health cards. This wil ,NONE,neutral
548,RT KaylaHounsell Former MP Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
549,RT globalhalifax Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
550,Ex cabinet minister Scott Brison named chancellor of Dalhousie University National Newswatch ,NONE,neutral
551,Dalhousie University has announced former politician Scott Brison will be stepping in to become the university s ei ,NONE,neutral
552,"RT TheWestBlock Former Liberal federal cabinet minister Scott Brison, who resigned last January, has been appointed chancellor of Dalhous ",resigned,negative
553,"RT TheWestBlock Former Liberal federal cabinet minister Scott Brison, who resigned last January, has been appointed chancellor of Dalhous ",resigned,negative
554,RT globalhalifax Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
555,"Former Liberal federal cabinet minister Scott Brison, who resigned last January, has been appointed chancellor of D ",resigned,negative
556,Ex cabinet minister Scott Brison named chancellor of Dalhousie University ,NONE,neutral
557,We just heard the exciting news Congratulations to our board member scottbrison who will be DalhousieU's next un ,"exciting,congratulations",positive
558,RT TCLFdotORG Dalhousie University Celebrates the Donation of the Obertlander Collection DalArchPlan DalLibrari ,NONE,neutral
559,RT globalhalifax Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
560,RT globalhalifax Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
561,RT globalhalifax Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
562,Former Liberal federal cabinet minister Scott Brison has been appointed chancellor of Dalhousie University. ,NONE,neutral
563,,NONE,neutral
564,RT natnewswatch Ex cabinet minister Scott Brison named chancellor of Dalhousie University National Newswatch ,NONE,neutral
565,Ex cabinet minister Scott Brison named chancellor of Dalhousie University National Newswatch ,NONE,neutral
566,Former MP Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
567,Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
568," cd conrad, an Assistant Professor at Dalhousie University s School of Information Management, gives us a glimpse i ",NONE,neutral
569,"Dalhousie University apologizes for historical ties to racism, slavery via torontostar",NONE,neutral
570,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
571,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
572,RT TCLFdotORG Dalhousie University Celebrates the Donation of the Obertlander Collection DalArchPlan DalLibrari ,NONE,neutral
573,Dalhousie University Celebrates the Donation of the Obertlander Collection DalArchPlan DalLibraries DalhousieU,NONE,neutral
574,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
575,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
576,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
577,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
578,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
579,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
580,Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
581,RT Gray Mackenzie Former Cabinet Minister scottbrison has been appointed the Chancellor of Dalhousie University. I look forward to stude ,NONE,neutral
582,RT Gray Mackenzie Former Cabinet Minister scottbrison has been appointed the Chancellor of Dalhousie University. I look forward to stude ,NONE,neutral
583,Former Cabinet Minister scottbrison has been appointed the Chancellor of Dalhousie University. I look forward to s ,NONE,neutral
584,Opening December 6 NS MNH Giving Voice Curated by Dr. Sarah Bonnemaison and 11 graduate architecture students fr ,NONE,neutral
585,RT MomentsWithBren Someone just sent his good news because 2019 has obeyed for him. He got a LLM scholarship award at Dalhousie Univers ,"good,award",positive
586,RT NEWS957 Scott Brison to become Dalhousie University's next chancellor ,NONE,neutral
587,RT NEWS957 Scott Brison to become Dalhousie University's next chancellor ,NONE,neutral
588,Scott Brison to become Dalhousie University's next chancellor via HalifaxToday,NONE,neutral
589,RT NEWS957 Scott Brison to become Dalhousie University's next chancellor ,NONE,neutral
590,Scott Brison to become Dalhousie University's next chancellor ,NONE,neutral
591,RT HalifaxToday Scott Brison to become Dalhousie University's next chancellor ,NONE,neutral
592,Scott Brison to become Dalhousie University's next chancellor ,NONE,neutral
593,RT cropsphere We are excited welcome scharleb as a keynote to CropSphere 2020 in YXE. Dr. Sylvain Charlebois is a Professor in food di ,"excited,welcome",positive
594,RT EddMather New Recipie Alert HALIFAX BREWERIES Ltd X B 1915 Cheers to AlexanderKeiths and to the team at ,NONE,neutral
595,"RT MalindaSmith Dalhousie University apologizes for historical ties to racism, slavery on behalf of DalhousieU, I apologize...We regr ",NONE,neutral
596, THIS Part of giving back means lifting as I climb. That s a quote from 2019 Women of the Year honouree Candace ,NONE,neutral
597,"RT MalindaSmith Dalhousie University apologizes for historical ties to racism, slavery on behalf of DalhousieU, I apologize...We regr ",NONE,neutral
598,"RT MalindaSmith Lord Dalhousie Scholarly Panel on Slavery and Race Chaired by afuacooper, The Lord Dalhousie Scholarly Panel on Slaver ",NONE,neutral
599,"Supply of a Cargo Van, Mini Van amp Full Size Pick up Truck Dalhousie University nsmash ",NONE,neutral
600,"RT MalindaSmith Lord Dalhousie Scholarly Panel on Slavery and Race Chaired by afuacooper, The Lord Dalhousie Scholarly Panel on Slaver ",NONE,neutral
601,"Thanks TataBrew for the decorating helper... ChristmasTree BarleywineHelps Halifax, Nova Scotia ",NONE,neutral
602,RT soil institute Cotton Farmers Save the Date Healthy Soils for Sustainable Cotton will sponsor a winter meeting on SoilHealth Janu ,"healthy,sustainable",positive
603,"Evidence wraps up at Halifax murder trial, closing arguments set for next week CallItFemicide The Chronicle Hera ",murder,negative
604,"RT Condor Sommer 2020 Mit Condor ganz neu ab Frankfurt nach Edmonton Kanada und ab M nchen nach Cancun, Punta Cana, Seattle und Halifa ",NONE,neutral
605,RT jeffsmeltzer12 I love looking at old pictures of GottingenSt Halifax. So vibrant back in the day. ,"love,vibrant",positive
606,"The boys are playing out on Saturday 7th December at The Northern, Halifax Road, Bradford BD6 1JQ.. doors open at 5 ",NONE,neutral
607,RT adsumforwomen Looking forward to this important safe space for women and families leaving violent partners in halifax. vaw IPV Bry ,"important,safe",positive
608, TeddyHartIsBACK Im the worker cook that made lobster Alfredo for you in Halifax....just wishing you and yours the ,NONE,neutral
609,RT adsumforwomen Looking forward to this important safe space for women and families leaving violent partners in halifax. vaw IPV Bry ,"important,safe",positive
610,"RT americangiant A typical hoodie travels over 19,000 miles. This one didn't. Introducing the Halifax Full Zip. It represents the next s ",NONE,neutral
611,Wow wow and wow Glad I made it to the AWS event in halifax Canada recently CEO ,"wow,glad",positive
612,RT IBIKEHFX A great graphic showing that if we are committed to prioritizing biking as a mode of transportation in halifax we need to ad ,great,positive
613,RT IBIKEHFX A great graphic showing that if we are committed to prioritizing biking as a mode of transportation in halifax we need to ad ,great,positive
614, VesaToskala You mean Halifax when we get a franchise ,NONE,neutral
615,RT adsumforwomen Looking forward to this important safe space for women and families leaving violent partners in halifax. vaw IPV Bry ,"important,safe",positive
616, TareqHadhad JustinTrudeau It was nice to meet both of you in Halifax in April 2018. Canada is proud of hardworkin ,"nice,proud",positive
617, sarucii Ontario in Halifax it means you're paying 5 tax ,NONE,neutral
618,Looking forward to this important safe space for women and families leaving violent partners in halifax. vaw IPV ,"important,safe",positive
619,RT hkryan17 A racist and aggressive incident on a local bus has forever changed the way one Halifax man takes transit with his young daug ,"racist,aggressive",negative
620,"Love being stacked next to Margaret Atwood, Paulo Coelho and the Halifax Conference at spoonbillbooks in Williamsb ",love,positive
621,Jazz Air 8898 arrived at CFB Goose Bay Goose Bay YYR at 08 30PM AST from Halifax Int'l YHZ after 1 37 en rou ,NONE,neutral
622, OvertimeScottB MarcPDumont You would have to drive to Halifax to find J. J. Daigneault for some reasons,NONE,neutral
623,RT DartmouthDerek Woman handed 60 day sentence after racist incident on Halifax Transit bus ,racist,negative
624,"RT RedDoorRealty NEW PRICE in HalifaxNorthEnd 6005 Normandy Drive, Halifax MLS 201924374 675,000 Contact RDR's Ian MacIntyre to sn ",NONE,neutral
625,"RT JennaACY After chatting with Suzanne Rent and giving it some more thought, I am 100 convinced that the single best change Halifax co ",best,positive
626,"RT Crafts4Geeks For the person born in the wrong time, a little piece of steampunk heaven. This steampunk sewing room features a sewing b ",wrong,negative
627, abbey marsay jeremycorbyn wth was Halifax on then lmao,NONE,neutral
628,RT DartmouthDerek Woman handed 60 day sentence after racist incident on Halifax Transit bus ,racist,negative
629,RT CTVAtlantic Halifax man charged with criminal negligence in death of worker who fell from roof ,"criminal,negligence,death,fell",negative
630,RT HeidiPCTV A Nova Scotia woman who survived after being shot at through a window in an incident last week in Halifax says she is doing ,NONE,neutral
631,RT McgrawCory Halifax Regional Police held their 15th annual Cop Shop today. The event pairs police officers with kids for a shopping spr ,NONE,neutral
632,"RT PaulCreelmanCTV Official Launch of SIKU The Indigenous Knowledge Social Network. It s an app designed by Inuit for Inuit. With SIKU, ",NONE,neutral
633,RT CalderdaleLife Poetry and mince pies in Halifax ThePieceHall what's not to love ,love,positive
634,A retired police officer reflects on the recent street check apology made by Halifax Regional Police Chief Dan Kins ,NONE,neutral
635, mattcorkum LBlovesPaper HalifaxReTales Halifax Chrysler is a Steele dealership,NONE,neutral
636, donoteat1 BillHumphreyMA I've got an excellent book recommendation if you want it about the Halifax explosion i r ,"excellent,recommendation",positive
637,"RT pivotlegal ""The top Mountie in NovaScotia says the RCMP needs more time and a national review of streetchecks before deciding on wh ",top,positive
638,RT DartmouthDerek Woman handed 60 day sentence after racist incident on Halifax Transit bus ,racist,negative
639, katyas bitch ilikeurcar ALEXASDEMlE Halifax has 2 whole clubs ,bitch,negative
640," Halifax, NovaScotia get ready UCW Pro Wrestling is going all out for the 13th Anniversary on May 8th amp May 9th 20 ",ready,positive
641,"RT Global NB ICYMI Three judges have reserved their decision as to whether the case of Christopher Garnier, a Halifax man who killed an ",killed,negative
642,Wed 20 00 Temp 0.4 C Humidity 84 Press 100 kPa rising.,NONE,neutral
643, CurseOfOak Again I live in Halifax. If something was found it would make the news. There has been nothing reporte ,NONE,neutral
644,8pm Mainly Clear 0.8C Wind SW 8km h Barometer 100.0 kPa Vis 24.1km Hum 86 Halifax Shearwater Weather,NONE,neutral
645,"RT KidsRunClub DNS Kids Run Club is a free program that reaches 16,000 kids each year, made possible by our generous partners sponsors. T ","free,generous",positive
646,RT hkryan17 A racist and aggressive incident on a local bus has forever changed the way one Halifax man takes transit with his young daug ,"racist,aggressive",negative
647,"Third Stop Halifax, Nova Scotia A beautiful city on the east coast with a very quickly rising population I m told ",beautiful,positive
648,,NONE,neutral
649,"RT rinaldoshfx Ain't this the truth Halifax, get at us for all of your Christmas needs...book a Christmas party or catering, buy the gi ",NONE,neutral
650,"Edmonton Police Chief Chief Dale McFee you seem way behind on the street check issue sir. Look at Halifax, Montreal ",issue,negative
651,Woman handed 60 day sentence after racist incident on Halifax Transit bus The Star ,racist,negative
652,RT Mei Canata1867 Halifax library ,NONE,neutral
653,Antoine Mason Returns to the Hurricanes lokol halifax,NONE,neutral
654," HRMFireNews There are still many people out there that assumes this is a hAlifax fire affiliated page, obviously p ",NONE,neutral
655,"RT scottstirrett We are excited to welcome 130 Venture4Canada Fellow applicants to selection events taking place in Vancouver, Toronto ","excited,welcome",positive
656,"Halifax Health provides 500,000 for Daytona State nursing, health scholarships News Daytona Beach News Journal ",NONE,neutral
657,RT developns The holidays are popping up on the Halifax waterfront this weekend at the Stubborn Goat Beer Garden Full details ,stubborn,negative
658,If you get things at the right angle Halifax looks much busier and bustling bustlier than it really is. ,right,positive
659,RT realstory99 ,NONE,neutral
660,RT RobinTress A haiku to help me and maybe you deal with the fact that it has been dark out for days Today there was sun For a brief mo ,dark,negative
661,"See our latest DaytonaBeach, FL Nursing job opportunity and click the link in our bio to apply Registered Nurse ",NONE,neutral
662,RT Philip Croucher From hkryan17 Transit should be a place for all individuals to feel safe. They shouldn t have to be exposed to t ,NONE,neutral
663,RT DartmouthDerek Woman handed 60 day sentence after racist incident on Halifax Transit bus ,racist,negative
664, donoteat1 BillHumphreyMA Boston was the first city to send aid to Halifax. That's why Halifax sends the biggest t ,NONE,neutral
665,RT VicTheatre Well that was a panto with a difference in the jungle on imaceleb tonight Join us for Halifax s spectacular family panto ,"well,spectacular",positive
666,"RT mdgmedia Prepare to fork over more cash for meat, seafood, fruits and veggies in 2020 and be aware that climate change will impact our ",NONE,neutral
667,RT elderhalifax Thanks for the inclusion it s a great place to be Yorkshire Life ,great,positive
668,No wackySockWednesday this week but I am super inspired by his rack of socks in the Halifax airport Ping ,super,positive
669,RT GraystonThe On the current rate by this time next week tickets for the Cragg Vale Coiners talk on 16 Jan by David Glover in Halifax To ,NONE,neutral
670, donoteat1 BillHumphreyMA Lots of doctors and aid relief were sent from Boston immediately. Halifax has gifted Bo ,"relief,gifted",positive
671,"For the 4th consecutive year, Halifax Health has received the highest recognition from the Health Resources amp Servi ",NONE,neutral
672,Nathan MacKinnon signed a Halifax Mooseheads jersey for a young fan as he left the ice after warmups. Don't see tha ,NONE,neutral
673, yashar Landed in Halifax Nova Scotia yesterday and thought the exact same thing. Easy to navigate no lines. Amazing,"easy,amazing",positive
674,Woman handed 60 day sentence after racist incident on Halifax Transit bus ,racist,negative
675," Mrs1968Michael Hi, I'm Colin B. Thanks for getting in touch. The offers provided can vary and are based on your de ",NONE,neutral
676,"Today's events, Waye Mason defending the proposed Roundabout in Dartmouth, Matt Whitman tweeting about Airbnb ",NONE,neutral
677,RT ns advocate Woman charged in racist incident on Halifax Transit bus sentenced halifax racism,"racist,racism",negative
678,"RT CourtsNS News AccesstoJustice means different things to different people. For some, it's as simple as having navigational signage ins ",NONE,neutral
679, BillHumphreyMA wait why is the halifax explosion commemorated in boston,NONE,neutral
680, DonnaVitale4 Lokis Angel14 OriginalLKS Yea I talked to two at the Halifax show still haven t been paid mind you ,NONE,neutral
681,I will not complain even a little about the guy who nearly gave me a concussion by sitting violently in his airli ,"complain,violently",negative
682,RT hkryan17 A racist and aggressive incident on a local bus has forever changed the way one Halifax man takes transit with his young daug ,"racist,aggressive",negative
683,RT realstory99 ,NONE,neutral
684,RT anne camozzi For Day 4 artadventcalendar detailfrom Painting away Pain commission done for hospital foundation auction.The painting ,pain,negative
685,From hkryan17 Transit should be a place for all individuals to feel safe. They shouldn t have to be exposed t ,NONE,neutral
686," donoteat1 Halifax Explosion, which is now annually commemorated in Boston around Christmas. Not sure if it's exact ",NONE,neutral
687,RT hkryan17 A racist and aggressive incident on a local bus has forever changed the way one Halifax man takes transit with his young daug ,"racist,aggressive",negative
688,A racist and aggressive incident on a local bus has forever changed the way one Halifax man takes transit with his ,"racist,aggressive",negative
689,"Tried to bring you that Motown ballad. winterblues music Halifax, Nova Scotia ",NONE,neutral
690, donoteat1 Halifax explosion Tenuous but it's in December. Or the Titanic involves ice and cold.,tenuous,negative
691,"This job might be a great fit for you Registered Nurse Intensive Care HHPO Nursing PortOrange, FL",great,positive
692,"RT RoyalCanNavy The future HMCSHarryDeWolf howled successfully during the builder trials in Halifax Check out this highlight video, ",successfully,positive
693, atptour StefTsitsipas Halifax,NONE,neutral
694,"RT CWAtlantic Monthly listings report for Nova Scotia is now available. What's new, moved and available in the market. ",available,positive
695,RT ns advocate Woman charged in racist incident on Halifax Transit bus sentenced halifax racism,"racist,racism",negative
696,RT SSyota1813 Work out Halifax hurricanes Canada ,work,positive
697, HFXMooseheads A huge shout out to GM Cam Russell and all of the Halifax Mooseheads Very Classy today in Eastern ,classy,positive
698, CommissionerMr PhoenixHfx they do wonderful things for youth here in Halifax N.S.,wonderful,positive
699,RT CasHeritage Here's some of the weird and wonderful things to see and buy at LeedsSteampunks this weekend. Pictures taken by one of ou ,NONE,neutral
700,THEY have known the Cures for Cancer for decades but have kept it hidden in order to sell expensive amp toxic Cancer ,"cancer,expensive,toxic",negative
701,"RT SummitGroupHFX Team Summit Group gathered today for our Annual GoalSetting Session including reviews of 2019 accomplishments, grou ",NONE,neutral
702," Karnythia Good lord, you can't even find a decent 2 bedroom in Halifax for that price. In Chicago Well done, madam ","good,decent,well",positive
703,"RT PaulCreelmanCTV Official Launch of SIKU The Indigenous Knowledge Social Network. It s an app designed by Inuit for Inuit. With SIKU, ",NONE,neutral
704,RT tanya tavi My Kingdom for an AMHP Last Quango in Halifax asifamhp telling it like it is. ,like,positive
705,RT Yorkshire Life 5 reasons why you should move to Halifax ,NONE,neutral
706,N.S. woman who survived gunshot wound to face shares harrowing e lokol halifax,wound,negative
707,So Zeke seems to have calloused over so I replanted him. Even got him a new pot. Hope this works. halifax ,NONE,neutral
708," EVENT Soul Relations Dance Band on December 07, 2019, 8 30 pm at Stayner's Wharf Pub amp Grill, 5075 George Stree ",NONE,neutral
709,RT SaxonOnTheStorm 595 for full Memorial Cup ticket package. What was it in Halifax ,NONE,neutral
710, ImpeachmentHearings canpoli cdnpoli cdnmedia Trudeau Scheer Toronto Montreal Calgary Regina Vancouver ,NONE,neutral
711,2019 Halifax County Blue Comets Year In Review. Hope you enjoy. ,NONE,neutral
712,"RT NS Archives Pryor Terrace at 1346 1352 Hollis Street, Halifax was built on land purchased by John Pryor in 1816. He constructed his ",NONE,neutral
713, notsurewhoismoregrinch christmas thebicyclethief christmasinhalifax ohcanada bigfuckofftree happyholidays ,NONE,neutral
714, ImpeachmentHearings canpoli cdnpoli cdnmedia Trudeau Scheer Toronto Montreal Calgary Regina Vancouver ,NONE,neutral
715, ImpeachmentHearings canpoli cdnpoli cdnmedia Trudeau Scheer Toronto Montreal Calgary Regina Vancouver ,NONE,neutral
716,RT NickC0327 How s weather in Montreal 2nd time flight gets delayed from Halifax ,delayed,negative
717,"RT RoyalCanNavy The future HMCSHarryDeWolf howled successfully during the builder trials in Halifax Check out this highlight video, ",successfully,positive
718,RT CalderdaleLife Poetry and mince pies in Halifax ThePieceHall what's not to love ,love,positive
719,"Beauty day for a late season Sunday spin... minus the new ding Halifax, Nova Scotia ",NONE,neutral
720,"RT RoyalCanNavy The future HMCSHarryDeWolf howled successfully during the builder trials in Halifax Check out this highlight video, ",successfully,positive
721,RT MUNGeog More memorialhss gradstudies Geography grad students at ArcticNet ASM2019 in Halifax Here is ChavezHaycock presenting he ,NONE,neutral
722," glutenhatesally cole Polytechnique massacre. overshadowed by Halifax Explosion events, but not forgotten. I remem ",NONE,neutral
723, 1jcmaxwell Lol,NONE,neutral
724," corvettenavy Officers of HMCS Snowberry, Halifax, 1941. Father is the new sub Lietenant on the right. RCNVR ",NONE,neutral
725," I think that it s important to understand that this is an attack not just on immigrants, not just on non white Can ",NONE,neutral
726," Andy007 SR A AF1 currently over Halifax, Nova Scotia enroute for Andrews AFB, MD. ",NONE,neutral
727, SaxonOnTheStorm 495 in Halifax,NONE,neutral
728,How s weather in Montreal 2nd time flight gets delayed from Halifax ,delayed,negative
729,Extend your business exposure outside of halifax ,NONE,neutral
730,So through an interesting chain of events I am now friends with the drummer of one of my fav bands and today ,"interesting,fav",positive
731,"FD, MOTOR VEHICLE LOCKOUT 12 4 2019 6 15PM District HAL2 SANTANDER BANK Addr 319 MONPONSETT ST HALIFAX, MA 02338 19 67345",NONE,neutral
732,RT Halifax2020 Cape Breton's own Parker Donham kempthead is commenting daily on Halifax Municipal issues. If Matt Matt Whitman matlant ,NONE,neutral
733, NietoFox I had that happen on a transatlantic flight ORD gt FRA. We had to turn around and land at Halifax because of it.,NONE,neutral
734, SafuraSyed MSVU Halifax AMIWGSJ SueBrigham2 TEDxMSVU Looking forward to an exciting night ahead Catch Safura ,exciting,positive
735,RT ProUcw UCW Pro Wrestling 13th Anniversary show ticket update The first row is completely sold out and there is only one seat left in ,NONE,neutral
736,"RT JennaACY After chatting with Suzanne Rent and giving it some more thought, I am 100 convinced that the single best change Halifax co ",best,positive
737,Excited to volunteer at the TEDx MSVU Women event tomorrow MSVU Halifax hosted by AMIWGSJ SueBrigham2 TEDxMSVU ,excited,positive
738,RT McgrawCory Halifax Regional Police held their 15th annual Cop Shop today. The event pairs police officers with kids for a shopping spr ,NONE,neutral
739,RT tanya tavi My Kingdom for an AMHP Last Quango in Halifax asifamhp telling it like it is. ,like,positive
740,Wed 19 00 Mainly Clear Temp 0.9 C Wind WSW 13 km h Humidity 83 Press 99.9 kPa rising. ,clear,positive
741,7pm Mainly Clear 0.9C Wind WSW 13km h Barometer 99.9 kPa Vis 24.1km Hum 83 Halifax Shearwater Weather,NONE,neutral
742,RT Calderdale 21 days to go Have you written your Christmas cards yet Get cracking with a fantastic choice of cards from yourlocalcal ,fantastic,positive
743,Solar Energy experts say Nova Scotia could cease coal reliance by 2030 Halifax ,NONE,neutral
744,RT djmgh1 HeatherRankinMe Looking forward to seeing Heather Rankin tonight in London great Kitchen Party show in Halifax this summer amp ,great,positive
745,RT KimMacDonaldNS How cool is this wonderful halifax NovaScotia event by Glow Halifax Halifax Exhibition Centre hecns902. things ,"cool,wonderful,glow",positive
746,"RT SummitGroupHFX Team Summit Group gathered today for our Annual GoalSetting Session including reviews of 2019 accomplishments, grou ",NONE,neutral
747,RT djmgh1 HeatherRankinMe Looking forward to seeing Heather Rankin tonight in London great Kitchen Party show in Halifax this summer amp ,great,positive
748, mtrench So you re gonna buy me a plane ticket to halifax since y all just refuse to come back to St. John s right,NONE,neutral
749,Going to have to go Check it out and support naig indigenousgames novascotia ,support,positive
750,Update Nova Scotia s transportation minister says the cost of removing a construction crane that toppled in downto ,NONE,neutral
751,Man who stabbed cab driver to death on Christmas morning denied lokol halifax,"death,denied",negative
752, PandPHalifax Yorkshire Life DiscoverHx VisitCalderdale Halifax is a great place to live but let s keep it a sec ,great,positive
753,"RT ydentremont ""We are definitely expecting a harder year for families when it comes to food affordability."" Forecast says we'll fork ove ",NONE,neutral
754,RT DevetRobert Woman charged in racist incident on Halifax Transit bus sentenced halifax racism,"racist,racism",negative
755,"RT TorontoStar The 2020 outlook suggests overall food prices will increase by two to four per cent, with the average family paying 487 p ",NONE,neutral
756,"RT rinaldoshfx Ain't this the truth Halifax, get at us for all of your Christmas needs...book a Christmas party or catering, buy the gi ",NONE,neutral
757, neosk Landed in Halifax in 1 piece. Flight to MTL delayed,delayed,negative
758,RT faxtrust Come along amp see us this Fri amp Sat at the Halifax RLFC pop up stall in the Halifax Indoor market The new shirt will be on d ,stall,negative
759,RT enco ltd NEW BLOG POST Read all about our continued Sponsorship at Halifax RLFC sponsorship Welding Fab ,NONE,neutral
760,Woman charged in racist incident on Halifax Transit bus sentenced halifax racism,"racist,racism",negative
761,"Daytona State College and Halifax Health extend partnership to include 500,000 scholarship fund for nursing health ",NONE,neutral
762,RT HfxVig Taking out the link has severely limited options for those who need to travel from Sackville to Halifax and vice versa on off p ,"limited,vice",negative
763,Woman charged in racist incident on Halifax Transit bus sentenced halifax racism,"racist,racism",negative
